n,M(n),M_total,omega,f
946,3.5804616389952889514985808394409469160341699023223e-34,1.6725733813006188863801857431164121499659695000542e-27,133287002903438.33687932420680401480601700190737339,21213285361986.016895483293032820458132952191138059
947,4.7777942070717023863920762646818960846579437430129e-34,1.6725738590800395935504243823240386181555779658486e-27,133286983866374.2224773946632660508947984628519059,21213282332143.161131081318594286653611892392900636
948,9.8067867763996399373838698621420084562245013550994e-34,1.6725748397587172335144181207110248323564235882987e-27,133286944791374.66563735772048116787965562391654908,21213276113163.830346369774402664886763074542632863
949,7.7101396204281664875153438896050525749317792068806e-34,1.6725756107726792763310668722454137928616810814767e-27,133286914070459.39776681299271491821713547498903259,21213271223778.309157494673207685514601908110021327
950,2.0503166749648834820733400885451438608685599002832e-34,1.6725758158043467728194150795794226473760671683326e-27,133286905901012.36086732010465963350281096753710596,21213269923570.430907502907378349852363143659979034
951,-3.0315169575418524750647298888927815429310536689725e-34,1.6725755126526510186341675731064337580979128752273e-27,133286917980033.43022094985217342346869050984827498,21213271846006.341806284593614684702870930953041573
952,-5.3946863737796314111521316699997931082494198726562e-34,1.6725749731840136406710264578932667581186020502853e-27,133286939475065.75399433090950025134377526934334509,21213275267046.988054887813466980388963279862307316
953,-7.9690992139414893581008043428264976821462926778343e-34,1.672574176274092246522090647812832475468833835656e-27,133286971227819.47775331822046119875781719832377099,21213280320654.699970717149712199628637055368292113
954,-9.0969352654507658526911469300085574922902569970103e-34,1.6725732665805657014455053786981394746130846066303e-27,133287007474446.40727924538360913617101766241647541,21213286089484.546212577056563410699179041831503637
955,-2.1811793336669164252855400100275310333615623217516e-34,1.6725730484626323347538628501441384718599812704741e-27,133287016165333.09048274384378535374292482921332488,21213287472682.121695940861275650400986977936283331
956,2.2463543148600150524371901487467902741104068548691e-34,1.6725732730980638207553680938631533465390086815148e-27,133287007214757.3893564792510151529966610641287142,21213286048153.755343489024830580597633011110312568
957,6.3470740453861310984321879786979256452171563770049e-34,1.6725739078054683593684779370819512163315732032304e-27,133286981924915.7748766726953997322427845014495165,21213282023150.452387908951116070707829236359761364
958,6.3404643134001964056427715881247097437515159598843e-34,1.672574541851899699388118501359110028802547578382e-27,133286956661424.93245433393505806470467857824180574,21213278002341.005059562670128681003563214535562285
959,9.7673014808405995727217196043022636667811422212516e-34,1.6725755185820477834480757735310704590289142564962e-27,133286917743777.72392158572269048526528915211854564,21213271808405.078315073757192888200092560934364856
960,2.725096267293049409996284859962284800990046817693e-34,1.6725757910916745127530167731595564552573943555009e-27,133286906885683.91580272131470255370409444340195873,21213270080285.776197454778807719412952860104759559
961,-1.4454596735754288615708860577306505951233531144609e-34,1.6725756465457071552101306160709506821923348431656e-27,133286912645089.9299420003196784139535194121029667,21213270996923.712620911472404406719088481630186616
962,-7.116005266582874394616376747990386703763897429728e-34,1.6725749349451804969226911544332758831536644667759e-27,133286940998685.68372389095037350132627942357092332,21213275509538.631264673512213901165031970528008956
963,-5.4866217395327372853919555534477493495241968694076e-34,1.6725743862830065436489626152377205383787295143562e-27,133286962860044.26078182998140842770990782975225738,21213278988881.911507847793198446381458379278449906
964,-9.4852736487535614239693644521587245712760272998998e-34,1.6725734377556416682928202183012753225062723867534e-27,133287000653994.25296519935187768768212660422598867,21213285003975.871731730115467519948019610463381404
965,-3.6859886462710333404457023067563993432851879347725e-34,1.6725730691567770411894861737310446468663380582346e-27,133287015340776.9442042620892998431960642670939333,21213287341449.935158916571591411058593116094765639
966,8.0520767935987355979278128766484564562768637356602e-35,1.6725731496775449771768421530091734133509026210033e-27,133287012132435.06619035986640785718029310338260582,21213286830826.466144269355958005072313386174182994
967,7.3015074731615897696327195846415573686937969231075e-34,1.672573879828292293335819116281131877506639490383e-27,133286983039662.74958506835372528425916898486938882,21213282200567.943709486151276496809896732365720721
968,5.6503028532951958750180187185003189867199866263036e-34,1.6725744448585776228554066180830037275385381623816e-27,133286960526109.27232874462631867141083161171519982,21213278617424.621240413595908359329916851613899361
969,8.3793977908543716877188361528764097435737925772101e-34,1.6725752827983567082925753899666190151795125197609e-27,133286927138535.81143602337203690412836647363108088,21213273303627.267095557541871247000925524988854755
970,4.8615190196556274255727227996782469757776936332462e-34,1.6725757689502586738553179472388989830042100975303e-27,133286907767904.28400815304307017886633797043403707,21213270220695.508693701214784846693022743981090489
971,-3.778206020712985817083078976237818747206426283015e-35,1.672575731168198466725459776408109220626022625466e-27,133286909273323.09758646443285275801742206345674538,21213270460290.354298225957408517416940784568075805
972,-6.7668112794039504879416649253046121253173115232825e-34,1.6725750544870705263304109822416166901648100937348e-27,133286936235559.18450562051161629545963390031824532,21213274751463.504342091027019582246258252894295434
973,-6.6678522814580555783986289580820130432964441174296e-34,1.6725743877018423805248531423787208819635057640904e-27,133286962803510.95472238252258156200114233352835915,21213278979884.356399159731134903727448480462977628
974,-6.9013571569757281396996954394344870557520912712355e-34,1.6725736975661266829520391724091769385148001888813e-27,133286990301875.93338100719455649711326728910410545,21213283356385.069697740840070616738899822067453522
975,-5.9110655114644838278331283959424357002367112901601e-34,1.6725731064595755365036563890963373442712301652102e-27,133287013854450.67128416008115516781275500931594653,21213287104893.761776328841018853371614149435224366
976,8.3919128985253556900906995123205816955817432220448e-36,1.6725731148514884350290120791870368565918118607919e-27,133287013520075.74852527307258585415078112577104447,21213287051676.339973281280626941249325702936587239
977,5.6640946017146522926443997525779259655362985257346e-34,1.6725736812609486064942413436270121143844084144218e-27,133286990951553.77155319864235564542949992427592621,21213283459784.509060101557210613726591564767954202
978,8.0483965900575346393033860658608765946736896227722e-34,1.6725744861006076122477052739656187004720678817907e-27,133286958882826.74506907479785769883319945943989799,21213278355888.08413049489855516621687971837597991
979,5.6516985825992815412001523311047785670953807499937e-34,1.6725750512704658721758593939808518109499245913288e-27,133286936363724.24917686314669599598459261664421627,21213274771861.607916211733996666327839366022396496
980,6.4962140502664796185209153886679256215665669567642e-34,1.6725757008918708988238212460723906777424867479855e-27,133286910479677.4961522517698060982166565721581657,21213270652287.619950621465283920926807895230924613
981,2.2482937733370185417952500293192347239776585269369e-35,1.6725757233748086321940066640248909709348339877621e-27,133286909583849.20055442885707661871121778559979444,21213270509712.118544640366669137848609326360935834
982,-4.3421590003061259493205331653900492911747981676753e-34,1.6725752891589086015814117319715744319299048702823e-27,133286926885100.7574020783194623741014163639066589,21213273263291.825493293597577561091140426563297129
983,-9.1783320703477569964846528814072627229293547803734e-34,1.6725743713257015668057120835062862912036325773468e-27,133286963456015.89070033571739351260915569212301207,21213279083733.742351911681294415634431096553890062
984,-5.1419268452679143086230224014137237591771519158332e-34,1.6725738571330170400142812212040461498312566596316e-27,133286983943953.08767918291895894875539755507635208,21213282344490.221007405747793446542310847317599011
985,-6.4341542636698898653959896848653785702471445528187e-34,1.6725732137175906730252946816050776632933996349171e-27,133287009580766.06918525197889674472416693542214745,21213286424715.732136567760161488310159803484936438
986,-6.6987095153810417481483651229658592553266354076961e-35,1.6725731467304955192148772001214264336348070816508e-27,133287012249859.95055283947113502918332078708299981,21213286849515.216932552187963133074715729686140719
987,3.1850426337589930924832052929254390753733905525691e-34,1.6725734652347588951141864484419557261787146189898e-27,133286999559091.93418665687601956471360407711511657,21213284829716.755495346941880957943858967102908058
